"Rec_id","Zast_id","Name_short","Zkratka","Typ","Sloupky","Zapsano"
"31074012032",86,"Dlabačov","Dla","S","01=0064N,02=0564V,03=0633N,04=0634VF,05=0635N,06=0636V,",0
"31074012033",87,"Dlouhá třída","DTř",,"01=0065,02=0066,",0
"31074012034",100,"Vltavská","Vlt","KM","01=0462M,02=0463M,",0
"31074012035",103,"Drinopol","Dri",,"01=0067,02=0068,",0
"31074012036",110,"Dvorce","Dvo",,"01=0070M,02=0069M,03=0575,04=0579,",0
"31074012037",113,"Hlušičkova","Hlš",,"01=0094M,02=0093M,",0
"31074012038",115,"Nádr. Holešov/el","#Hš","M","01=0251,02=0252,",0
"31074012039",118,"Flora","Fla","M","01=0072,02=0071,",0
"31074012040",126,"Podbaba","Pdb","S","02=0338MN,03=0337MV,04=0764,06=0765,08=0778,",0
"31074012041",130,"Hadovka","Had",,"01=0076,02=0075,",0
"31074012042",134,"Nádr. Libeň","#Li",,"01=0077,02=0078,03=0759VF,",0
"31074012043",135,"Hloubětín","Hlo","M","01=0080,02=0079,",0
"31074012044",138,"Hellichova","Hel",,"01=0081,02=0082,",0
"31074012045",139,"Hercovka","Her",,"01=0083,02=0084,",0
"31074012046",140,"Hládkov","Hlá",,"01=0087,02=0088,03=0644,",0
"31074012047",142,"Hlavní nádraží","Hl#","KM","01=0086M,02=0085M,",0
"31074012048",144,"Starý Hloub./smč","SHl","S","01=0544N,02=0091V,03=0660N,04=0661V,",0
"31074012049",147,"Hlubočepy","Hlč","KS","01=0092N,02=0518V,05=0702M,06=0703M,",0
"31074012050",152,"Horky","Hrk",,"01=0095,02=0096,",0
"31074012051",157,"Horoměřická","Hrm",,"01=0098,02=0097,",0
"31074012052",163,"Hradčanská","Hra","KM","01=0104M,02=0103M,11=0573,12=0574,",0
"31074012053",172,"Husinecká","Hus",,"01=0106,02=0105,",0
"31074012054",180,"Chmelnice","Chm",,"01=0110,02=0109,",0
"31074012055",183,"Chodovská","Chd",,"01=0111,02=0112,",0
"31074012056",184,"Škola Radlice","ŠRa",,"03=0707,04=0708,",0
"31074012057",187,"Chotkovy sady","ChS",,"01=0114,02=0113,",0
"31074012058",190,"I.P.Pavlova","IPP","M","01=0115M,02=0116M,03=0537M,04=0538,13=0675,14=0676,",0
"31074012059",191,"Italská","Ita",,"01=0120,02=0119,",0
"31074012060",203,"Jindřišská","Jin",,"01=0123,02=0124,",0
"31074012061",208,"Jiráskovo nám.","JiN",,"01=0126M,02=0125M,",0
"31074012062",209,"Jiřího z Poděbr.","JPo","M","01=0128,02=0127,",0
"31074012063",221,"Karlovy lázně","KLá",,"01=0136,",0
"31074012064",231,"Kamenická","Kam",,"01=0129,02=0130,12=0779,",0
"31074012065",236,"Slánská","Slá",,"01=0379M,02=0378M,",0
"31074012066",237,"Karlovo náměstí","KvN","M","01=0133M,02=0134M,03=0135,",0
"31074012067",240,"Kavalírka","Kav",,"01=0138M,02=0137M,",0
"31074012068",242,"Kbelská","Kbe",,"01=0140,02=0139,",0
"31074012069",249,"Ke Stírce","kSt",,"01=0141,02=0142,03=0594,04=0595,",0
"31074012070",250,"Vítězné náměstí","VíN","M","03=0461,04=0460,14=0718,15=0719,",0
"31074012071",254,"Klamovka","Klm",,"01=0146,02=0145,",0
"31074012072",266,"Kněžská luka","KLu",,"01=0148,02=0147,",0
"31074012073",269,"Koh-i-noor","KIN",,"01=0149M,02=0150M,03=0754VF,",0
"31074012074",272,"Div. p. Palmovk.","DpP",,"01=0060,",0
"31074012075",283,"Nad Džbánem","nDž",,"01=0152,02=0151,",0
"31074012076",289,"Kotlářka","Kot",,"01=0154M,02=0153M,",0
"31074012077",295,"Královka","Krá","S","03=0156N,04=0565V,05=0639N,06=0640V,07=0641N,08=0642V,",0
"31074012078",299,"Krem. Strašnice","KrS",,"01=0162,02=0161,",0
"31074012079",301,"Krymská","Kry",,"02=0164,",0
"31074012080",302,"Křížová","Kří",,"01=0168M,02=0167M,",0
"31074012081",303,"Kublov","Kbl",,"01=0173M,02=0172M,",0
"31074012082",308,"Divadlo Gong","DiG","K","01=0175M,02=0174M,",0
"31074012083",314,"Kyselova","Kys",,"01=0176,02=0177,",0
"31074012084",319,"Laurová","Lau",,"01=0179,02=0178,",0
"31074012085",321,"Dejvická","Dej","KM","01=0056M,02=0055M,",0
"31074012086",324,"Letenské náměstí","LeN",,"01=0768,02=0188,11=0187,12=0781,",0
"31074012087",331,"Libeňský most","LiM","K","01=0189M,02=0190M,",0
"31074012088",333,"Líbeznická","Líb",,"01=0195,02=0196,",0
"31074012089",337,"Lihovar","Lih",,"01=0192,02=0191,",0
"31074012090",339,"Lipanská","Lip",,"01=0194,02=0193,",0
"31074012091",348,"Sazka arena","Sar","K","01=0197M,02=0198M,",0
"31074012092",350,"Lotyšská","Lot",,"01=0200,02=0199,",0
"31074012093",354,"Jana Masaryka","JMa",,"01=0121,02=0122,",0
"31074012094",358,"Malešická továr.","MTo",,"01=0201,02=0202,",0
"31074012095",360,"Malostranská","Mls","M","01=0205M,02=0206M,07=0668,08=0669,",0
"31074012096",361,"Malostranské n.","MsN",,"01=0207,02=0208,",0
"31074012097",362,"Malovanka","Mlv","K","01=0209,02=0210,",0
"31074012098",364,"Malý Břevnov","MBř",,"01=0211,02=0212,",0
"31074012099",365,"Maniny","Man",,"01=0213,02=0214,",0
"31074012100",366,"Marjánka","Mrj",,"01=0215M,02=0216M,",0
"31074012101",373,"Mezi Hřbitovy","mHř",,"01=0219,02=0220,",0
"31074012102",376,"Michelská","Mch","K","01=0221M,02=0222M,",0
"31074012103",387,"Pobřežní cesta","PCe",,"01=0224,02=0223,",0
"31074012104",388,"Nádr. Modřany","#Mo","K","01=0609M,02=0608M,",0
"31074012105",390,"Moráň","Mor",,"04=0225,",0
"31074012106",391,"Vršovické nám.","VrN","K","01=0483M,02=0484M,",0
"31074012107",393,"Mostárna","Mos",,"01=0226,02=0227,",0
"31074012108",394,"Motol","Mot",,"01=0229M,02=0228M,",0
"31074012109",395,"Krem. Motol","KrM",,"01=0160M,02=0159M,",0
"31074012110",400,"Muzeum","Muz","M","01=0231,02=0230,",0
"31074012111",401,"Myslíkova","Mys",,"01=0233,02=0232,04=0680O,",0
"31074012112",403,"Na Groši","nGr",,"01=0235,02=0234,",0
"31074012113",404,"Na Homoli","nHo",,"01=0236,02=0237,",0
"31074012114",433,"Na Veselí","nVe",,"01=0244,02=0700M,",0
"31074012115",439,"Nábř.kpt.Jaroše","NJa",,"01=0248,",0
"31074012116",447,"Nad Trojou","nTr",,"01=0246,02=0247,",0
"31074012117",449,"Nádr. Braník/smč","#Br","S","03=0250MN,04=0522V,05=0643N,",0
"31074012118",453,"Nádr. Hostivař","#Hs","S","01=0255MN,02=0523V,03=0662N,04=0663V,05=0664N,",0
"31074012119",458,"Smíchovské nádr.","Sm#","M","01=0584M,02=0585M,04=0380V,06=0381N,08=0583V,",0
"31074012120",459,"Nádr. Strašnice","#St",,"01=0257,02=0256M,04=0586VF,",0
"31074012121",460,"Masarykovo nádr.","MaN","M","03=0217,04=0218,11=0672,12=0673,",0
"31074012122",462,"Nádr. Veleslavín","#Ve",,"01=0259,02=0258,",0
"31074012123",463,"Nádr. Vršovice","#Vr",,"01=0261,02=0260,",0
"31074012124",464,"Pol. Vysočany","PkV",,"01=0263,02=0262,",0
"31074012125",467,"Třebenická","Tře",,"01=0428,",0
"31074012126",469,"Nákl.nádr.ŽI","#Ži",,"01=0267,02=0266,",0
"31074012127",471,"Stejskalova","Ste",,"01=0393,02=0394,",0
"31074012128",472,"Hostivařská","Hos",,"01=0100M,02=0099M,",0
"31074012129",473,"Kubánské náměstí","KuN","S","01=0170M,02=0169M,03=0171MN,04=0245VF,12=0766,",0
"31074012130",474,"Vysočanská  /smč","Vys","S","01=0490N,02=0571VF,",0
"31074012131",476,"Nám. Míru","NMí","M","01=0270,02=0271,",0
"31074012132",480,"Nám. Republiky","NRp","KM","01=0272M,02=0273M,",0
"31074012133",481,"Švandovo divadlo","Šdi",,"01=0144,02=0143,",0
"31074012134",482,"Nám. Bří Synků","NSy","KS","01=0268M,02=0269M,03=0552N,04=0519,06=0715VF,09=0587,",0
"31074012135",483,"Národní divadlo","NDi",,"01=0275,02=0274,08=0599F,",0
"31074012136",484,"Vodičkova","Vod",,"01=0466,02=0467,",0
"31074012137",496,"Nové Strašnice","NSt",,"01=0280,02=0281,",0
"31074012138",499,"Nový Hloubětín","NHl","K","01=0283M,02=0282M,",0
"31074012139",503,"Nuselská radnice","NuR",,"01=0284,02=0285,",0
"31074012140",504,"Nuselské schody","NuS",,"01=0286,02=0287,",0
"31074012141",507,"OD Petřiny","ODP",,"01=0289,02=0701M,",0
"31074012142",508,"Oblouková","Obl","K","01=0291M,02=0290M,04=0755VF,",0
"31074012143",512,"Ohrada","Ohr",,"01=0295,02=0294,",0
"31074012144",514,"Okrouhlická","Okr",,"01=0296,02=0297,",0
"31074012145",515,"Olšanské hř.","OlH","S","01=0301M,02=0300,04=0302V,06=0570V,14=0249VF,",0
"31074012146",516,"Olšanské nám.","OlN",,"01=0304M,02=0303M,",0
"31074012147",518,"Orionka","Ori",,"01=0305,02=0306,",0
"31074012148",519,"Ořechovka","Oře",,"01=0308,02=0307,",0
"31074012149",521,"Ortenovo nám.","OrN",,"01=0309,02=0521,",0
"31074012150",522,"Ostrčilovo nám.","OsN",,"01=0310,02=0311,",0
"31074012151",523,"Otakarova","Ota","S","02=0714VF,05=0313M,06=0312M,",0
"31074012152",528,"Palackého nám.","PaN","M","05=0317M,06=0316M,",0
"31074012153",529,"Palmovka/metro","Plm","M","01=0322,03=0318,04=0319,14=0674,",0
"31074012154",530,"Palouček","Plč",,"01=0323,02=0324,",0
"31074012155",531,"Pohořelec","Poh",,"01=0325,02=0326,",0
"31074012156",532,"Výstaviště  /smč","Výs","S","03=0540N,04=0493V,",0
"31074012157",539,"Národní třída","NTř","KM","01=0279MV,02=0278M,",0
"31074012158",540,"Perunova","Per",,"01=0327,02=0328,",0
"31074012159",541,"Petřiny","Pet","S","01=0751MN,02=0524V,03=0752N,04=0645V,",0
"31074012160",550,"Plynárna Michle","PMi",,"01=0330,02=0331,",0
"31074012161",553,"Plzeňka","Plz",,"01=0333,02=0332,",0
"31074012162",559,"Pod Jezerkou","pJe",,"01=0334,02=0335,",0
"31074012163",560,"Pod Karlovem","pKa",,"02=0336,",0
"31074012164",567,"Hotel Golf","HoG",,"01=0102M,02=0101M,",0
"31074012165",580,"Poštovka","Pšt",,"01=0342M,02=0341M,",0
"31074012166",583,"Podolská vodárna","PoV","K","01=0340M,02=0339M,",0
"31074012167",586,"Olšanská","Olš","K","01=0299M,02=0298M,",0
"31074012168",592,"Prašný most","PrM",,"01=0344,02=0343,",0
"31074012169",593,"Právnická fak.","PrF",,"01=0351,02=0352,",0
"31074012170",595,"Pražská tržnice","PTr",,"01=0345,02=0346,",0
"31074012171",597,"Praž. povstání","PPo","M","01=0347M,02=0348M,",0
"31074012172",598,"Pražský hrad","PHr",,"01=0349,02=0350,",0
"31074012173",599,"Na Hroudě","nHr",,"01=0239,02=0238,",0
"31074012174",605,"Průběžná","Prů",,"01=0354,02=0353,",0
"31074012175",610,"Obora Hvězda","ObH",,"01=0716,02=0717,",0
"31074012176",612,"Sídl. Řepy","SŘe","S","01=0373MN,02=0527MV,03=0657MN,04=0753V,12=0400V,",0
"31074012177",614,"Přístaviště","Pří",,"01=0356M,02=0355M,",0
"31074012178",616,"Radhošťská","Rdh",,"01=0358M,02=0357M,",0
"31074012179",618,"Radošovická","Rdš","K","01=0360M,02=0359M,",0
"31074012180",627,"Ruská","Rus",,"01=0362,02=0363,",0
"31074012181",636,"Říčanova","Říč",,"01=0364,02=0365,",0
"31074012182",645,"Sibeliova","Sib",,"01=0367,02=0366,",0
"31074012183",651,"Sídliště Ďáblice","SĎá","S","01=0370MN,02=0526MV,03=0655N,04=0656V,",0
"31074012184",652,"Sídl. Hloubětín","SHl",,"01=0372,02=0371M,",0
"31074012185",655,"Invalidovna","Inv","KM","01=0117,02=0118,",0
"31074012186",670,"Sídl. Zahr.Město","SZM",,"01=0375,02=0374,",0
"31074012187",673,"Na Padesátém","n50",,"01=0243,02=0242,",0
"31074012188",675,"Kobylisy","Kob","M","01=0622,02=0623,",0
"31074012189",676,"Střelničná","Stř",,"01=0403,02=0404,",0
"31074012190",680,"Slavia","Sla",,"01=0376,02=0377,",0
"31074012191",689,"Florenc","Flc","M","01=0073M,02=0074M,03=0653VF,04=0654N,",0
"31074012192",690,"Solidarita","Sol","K","01=0382M,02=0383M,",0
"31074012193",691,"Podkovářská","Pod",,"01=0384,02=0385,",0
"31074012194",692,"Sparta","Spr",,"01=0386,02=0387,",0
"31074012195",694,"Spojovací","Spj","S","01=0388MN,02=0528MV,",0
"31074012196",697,"Spořilov","Spř","S","01=0389MN,02=0529MV,",0
"31074012197",703,"Staroměstská","Sta","M","01=0392M,02=0390M,",0
"31074012198",713,"Strašnická","Str","M","01=0395M,02=0396M,",0
"31074012199",714,"Strážní","Stž","K","01=0398M,02=0397M,",0
"31074012200",717,"Strossmayer.nám.","StN",,"01=0401M,02=0402M,04=0547M,05=0399M,12=0782,",0
"31074012201",718,"Březiněveská","Bře",,"01=0405M,02=0406M,03=0658,04=0407VF,06=0704VF,",0
"31074012202",724,"Svatoplukova","Sva","K","01=0408M,02=0409M,",0
"31074012203",734,"Špejchar","Špj","S","01=0512N,02=0562V,03=0647N,13=0791N,",0
"31074012204",739,"Štěpánská","Ště","K","01=0412M,02=0413M,",0
"31074012205",740,"Štěpničná","Štč",,"01=0414,02=0415,",0
"31074012206",744,"Šumavská","Šum",,"01=0416M,02=0417M,",0
"31074012207",751,"Teplárna Michle","TMi",,"01=0418,02=0419,",0
"31074012208",755,"Nademlejnská","Nml",,"01=0420M,02=0421M,",0
"31074012209",757,"Thákurova","Thá",,"01=0425,02=0424,",0
"31074012210",758,"Křižíkova","Kři","M","01=0165,02=0166,",0
"31074012211",765,"Trojská","Trj","K","01=0426M,02=0427M,",0
"31074012212",775,"U Elektry","uEl",,"01=0430,02=0431,",0
"31074012213",778,"U Kaštanu","uKa",,"01=0432,02=0433,",0
"31074012214",779,"U Kříže","uKř",,"01=0434,02=0435,",0
"31074012215",805,"U Zvonu","uZv",,"01=0437,02=0436,",0
"31074012216",807,"Ústřed. dílny DP","ÚsD","S","01=0443MN,02=0530V,03=0648N,04=0649V,07=0775N,08=0776V,",0
"31074012217",809,"Újezd","Újz",,"01=0441M,02=0442M,04=0440M,",0
"31074012218",816,"Urxova","Urx",,"01=0438M,02=0439M,",0
"31074012219",837,"Vápenka","Váp",,"01=0447,02=0446,03=0513N,04=0508VF,05=0659,06=0509VF,",0
"31074012220",841,"Veletržní","Vel",,"01=0448,02=0449,",0
"31074012221",844,"Větrník","Vět",,"01=0451,02=0450,",0
"31074012222",848,"Voz. Strašnice","*Sa",,"01=0478,02=0477,03=0580O,06=0391,",0
"31074012223",849,"Vinohradské hř.","ViH",,"01=0459,02=0458,",0
"31074012224",850,"Vinohradská trž.","VTr",,"01=0455,02=0454,",0
"31074012225",851,"Vinohradská vod.","ViV",,"01=0456,02=0457,",0
"31074012226",854,"Karlínské nám.","KnN",,"01=0131,02=0132,",0
"31074012227",858,"Vojenská nem.","VjN",,"01=0469,02=0468,",0
"31074012228",861,"Vosmíkových","Vos",,"01=0470,02=0471,03=0049,04=0050,",0
"31074012229",864,"Voz. Kobylisy","*Ko","S","01=0472MN,02=0531V,03=0650N,04=0566O,05=0558O,",0
"31074012230",865,"Voz. Motol","*Mo","K","01=0474M,02=0473M,",0
"31074012231",866,"Voz. Pankrác","*Pa","S","01=0750MN,02=0475V,04=0651V,06=0598V,",0
"31074012232",867,"Voz. Střešovice","*Se",,"01=0480M,02=0479M,03=0652M,04=0758,",0
"31074012233",868,"Voz. Vokovice","*Vo",,"01=0482,02=0481M,03=0557N,",0
"31074012234",870,"Vychovatelna","Vch","K","01=0485M,02=0486M,",0
"31074012235",872,"Vypich","Vyp","KS","01=0487M,02=0488M,04=0678VF,",0
"31074012236",873,"Poštovská","Pšá",,"01=0048,02=0047,",0
"31074012237",876,"Albertov","Alb",,"01=0001M,02=0002M,04=0525M,",0
"31074012238",878,"Výtoň","Výt",,"01=0495,02=0494,",0
"31074012239",889,"Zahradní Město","ZMě",,"01=0497,02=0496,",0
"31074012240",900,"Zborov-Str.div.","Zbo",,"01=0498,02=0499,",0
"31074012241",901,"Zborovská","Zbá",,"01=0501,02=0500,",0
"31074012242",906,"Zelená","Zel",,"03=0712M,04=0713M,",0
"31074012243",914,"Zlíchov","Zlí",,"01=0503,02=0502,",0
"31074012244",921,"Želivského","Žel","KM","01=0507M,02=0506M,",0
"31074012245",929,"Pol. Modřany","PkM",,"01=0613,02=0612,",0
"31074012246",942,"Tusarova","Tus",,"03=0429,",0
"31074012247",943,"Sídl. Červ. Vrch","SČV",,"01=0369,02=0368,",0
"31074012248",945,"Levského","Lev","S","01=0621MN,02=0620VF,",0
"31074012249",946,"Sídl. Modřany","SMo","S","01=0619,02=0618M,",0
"31074012250",947,"Modřanská rokle","MRo",,"01=0617,02=0616,",0
"31074012251",948,"U Libuš. potoka","uLP",,"01=0615,02=0614,",0
"31074012252",952,"Těšnov","Těš",,"01=0422,02=0423,",0
"31074012253",957,"Radlická","Rad","S","03=0709MN,04=0711MV,",0
"31074012254",994,"Břevnovský kláš.","BřK",,"01=0033,02=0034,",0
"31074012255",997,"Lazarská","Laz","C","01=0180,02=0181,06=0677,",0
"31074012256",1006,"Čechova čtvrť","ČeČ",,"01=0611,02=0610,",0
"31074012257",1019,"Sídl. Barrandov","SBa",,"01=0698MN,02=0699M,",0
"31074012258",1030,"Pol. Barrandov","PkB",,"01=0696M,02=0697M,",0
"31074012259",1040,"Anděl/Plzeňská","AnP","KM","01=0006M,02=0005M,03=0794,04=0795,05=0593,",0
"31074012260",1044,"Braunova","Bra",,"01=0705,02=0706,",0
"31074012261",1045,"Vinice","Vnc",,"04=0453,",0
"31074012262",1049,"K Barrandovu","KBa",,"03=0692M,04=0693M,",0
"31074012263",1050,"Chaplinovo nám.","ChN",,"03=0694M,04=0695M,",0
"31074012264",1052,"Špitálská","Špi",,"01=0411,02=0410,",0
"31074012265",1053,"Voz. Hloubětín","*Hl",,"01=0550O,02=0549O,",0
"31074012266",1071,"Depo Hostivař","DHs","M","11=0107,12=0108,",0
"31074012267",1072,"Václavské nám.","VáN","KM","01=0444M,02=0445M,",0
"31074012268",1074,"Krejcárek","Krj","K","01=0158M,02=0157,",0
"31074012269",1075,"Ocelářská","Oce",,"01=0292,02=0293,",0
"31074012270",1091,"Novomanželé","Nma",,"01=0773,",0
"31074012271",1092,"Muz. Střešovice","MSe",,"01=0767,",0
"31074012272",1094,"Dopravní podnik","Dop",,"01=0930,",0
"31074012273",1095,"ZELENÁ JÍZDA +","ZE+",,"01=0769,",0
"31074012274",1096,"Evr.týden mobil.","Etm",,"01=0797,",0
"31074012275",1097,"Není cesty zpět","Ncz",,"01=0999,",0
"31074012276",1098,"Den otevř. dveří","Dod",,"01=0771,",0
"31074012277",1099,"NENASTUPUJTE","Nen",,"01=0988,",0
"31074012278",1100,"DP proti AIDS","DpA",,"01=0772,",0
"31074012279",1105,"NESPRáVNý K˘D","Nsk",,"01=0788,02=0789,",0
"31074012280",1108,"Nad Primaskou","nPr",,"02=0581,",0
"31074012281",1109,"Palmovka/Sokol.","Plm",,"03=0057V,06=0535,07=0536,08=0515,09=0329VF,",0
"31074012282",1111,"OC Hostivař","OCH",,"01=0670,02=0671,",0
"31074012283",1121,"Zvonařka","Zvo","S","01=0561,02=0569,",0
"31074012284",1122,"U Průhonu","uPr",,"01=0572,",0
"31074012285",1368,"Nádr. Vysočany","#Vy","M","03=0046M,08=0489M,",0
"31074012286",1997,"Újezd (lanovka)","Újz",,"01=0804M,02=0805M,",0
"31074012287",1998,"Nebozízek","Neb",,"01=0800M,02=0801M,03=0777,",0
"31074012288",1999,"Petřín","Ptn",,"01=0802M,02=0803M,",0
"31074012289",2610,"HLOUBĚTÍN Voz.","*HL","V","02=0912M,03=0913M,",0
"31074012290",2611,"HLOUBĚTÍN Depo","*HL",,"01=0911,04=0914,",0
"31074012291",2620,"KOBYLISY Voz.","*KO","V","02=0922M,03=0923M,",0
"31074012292",2621,"KOBYLISY Depo","*KO",,"01=0921,04=0924,",0
"31074012293",2627,"MYCÍ RÁM","*KO",,"07=0925,",0
"31074012294",2630,"MOTOL Voz.","*MO","V","02=0932MVF,03=0933M,",0
"31074012295",2631,"MOTOL Depo","*MO",,"01=0931,04=0934,",0
"31074012296",2640,"PANKRÁC Voz.","*PA","V","02=0592M,03=1009M,",0
"31074012297",2641,"PANKRÁC Depo","*PA",,"01=0941,04=0944,",0
"31074012298",2650,"STRAŠNICE Voz.","*SA","V","02=0952M,03=0953M,",0
"31074012299",2651,"STRAŠNICE Depo","*SA",,"01=0951,04=0954,",0
"31074012300",2660,"STŘEŠOVICE Voz.","*SE","V","01=0961,02=0962,03=0963,04=0964,",0
"31074012301",2670,"VOKOVICE Voz.","*VO","V","02=0972,03=0973M,",0
"31074012302",2671,"VOKOVICE Depo","*VO",,"01=0971,04=0974,",0
"31074012303",2680,"ŽIŽKOV Voz.","*ŽI","V","02=0982M,03=0983M,",0
"31074012304",2681,"ŽIŽKOV Depo","*ŽI",,"01=0981,04=0984,",0
"31074012305",2690,"DEPONACE","*DE","V","01=0991,02=0996M,03=0997M,04=0994,",0
"31074012306",2691,"DEPONACE hala","*DH",,"01=0792,04=0793,",0
"31074012307",2699,"DEPONACE S.BARR.","*DB","V","11=0992,13=0993M,",0
"31074012308",2900,"Bambiriáda","Bam",,"01=0760,02=0761,",0
"31074012309",5002,"Na Knížecí  /smč","nKn","MS","07=0511,08=0539,09=0551,10=0510,",0
"31074012310",5012,"U Balabenky","uBa",,"04=0548O,05=0563O,",0
"31074012311",5040,"Anděl/Nádražní","AnN","KM","03=0004M,04=0003M,",0
"31074012312",5046,"Brusnice    /obč","Brs",,"03=0542O,04=0543O,",0
"31074012313",5067,"Čechovo nám./doč","ČeN","S","01=0596,03=0597,",0
"31074012314",5068,"Čechův most /obč","ČeM",,"03=0576O,04=0040O,",0
"31074012315",5070,"Černokostel./smč","Čks","S","03=0043MN,04=0541V,06=0627V,",0
"31074012316",5100,"Vltavská    /obč","Vlt","KM","03=0464O,04=0465O,",0
"31074012317",5115,"Nádr. Holešovice","#Hš","KM","03=0253M,04=0254M,",0
"31074012318",5134,"Harfa","Har","S","03=0577N,08=0582V,",0
"31074012319",5144,"Starý Hloubětín","SHl",,"05=0090,06=0089,",0
"31074012320",5190,"I.P.Pavlova /doč","IPP",,"02=0578,",0
"31074012321",5203,"Dlážděná","Dlž",,"03=0588,04=0589,",0
"31074012322",5289,"Kotlářka    /smč","Kot","S","03=0155MN,04=0533V,05=0637N,06=0638V,",0
"31074012323",5360,"Malostranská/obč","Mls","M","03=0203O,04=0204O,",0
"31074012324",5449,"Nádraží Braník","#Br","K","01=0601M,02=0600M,",0
"31074012325",5458,"Smích. nádr./doč","Sm#",,"01=0591,02=0590,",0
"31074012326",5460,"Masaryk.nádr/doč","MaN",,"01=0559,02=0560,",0
"31074012327",5469,"Nákl.nádr.ŽI/Olš","#Ži",,"03=0265,04=0264,",0
"31074012328",5476,"Blanická","Bln",,"03=0545O,04=0546O,",0
"31074012329",5483,"Nár.divadlo/nábř","NDi","K","04=0277M,06=0276M,",0
"31074012330",5528,"Palackého n/nábř","PaN","M","07=0315M,08=0314M,",0
"31074012331",5529,"Palmovka/Na Žert","Plm","MS","02=0321M,04=0476,05=0320M,",0
"31074012332",5532,"Výstaviště","Výs",,"01=0491,02=0492,",0
"31074012333",5583,"Podolská vod./sm","PoV","S","03=0553,04=0554V,06=0532,",0
"31074012334",5618,"Radošovická /smč","Rdš","S","03=0361MN,04=0534VF,",0
"31074012335",5692,"Sparta","Spr",,"03=0757,04=0756,",0
"31074012336",5703,"Staroměstská/obč","Sta","M","07=0624O,08=0646O,",0
"31074012337",5765,"Trojská     /doč","Trj",,"01=0567,02=0568,",0
"31074012338",5878,"Výtoň       /obč","Výt",,"03=0555O,04=0556O,",0
"31074012339",5921,"Želivského/Stroj","Žel","K","03=0505M,04=0504M,",0
"31074012340",5997,"Lazarská/Spálená","Laz","C","03=0183O,04=0182O,",0
"31074012341",6249,"Stírka","Stí",,"01=0666,02=0667,",0
"31074012342",7100,"MR Barrandov","MRB",,"01=0710M,",0
"31074012343",7200,"MR Trojská 1","MRT",,"01=0720M,",0
"31074012344",7201,"MR Trojská 2","MRT",,"01=0721M,",0
"31074012345",7300,"MR Krejcárek 1","MRK",,"01=0730M,",0
"31074012346",7301,"MR Krejcárek 2","MRK",,"01=0731M,",0
"31074012347",7302,"MR Krejcárek 3","MRK",,"02=0732M,",0
"31074012348",7303,"MR Krejcárek 4","MRK",,"02=0733M,",0
"31074012349",7400,"MR Ječná 1","MRJ",,"01=0740M,",0
"31074012350",7401,"MR Ječná 2","MRJ",,"01=0741M,",0
"31074012351",7551,"Festivalová","Fst",,"01=0762,02=0763,",0
"31074012352",7700,"MR Senov. n.","MRS",,"01=0770M,",0
"31074012353",7900,"MR","MRX",,"01=0790M,",0
